,最小样本数量,费用类型,记录总数,统计特征长度,原始训练数据量,原始验证数据量,训练数据可预测数据量,测试数据可预测数据量,训练数据可预测数据的均方差,测试数据可预测数据的均方差,训练数据可预测数据的O/E标准差,测试数据可预测数据的O/E标准差,训练数据可预测数据O/E均值,测试数据可预测数据O/E均值
461,100,检查检验费,2824847,5,2259877,564970,1532375,381707,1895.3010527243268,1886.1645135161766,0.6370097146970944,0.6541833611834111,0.9999999999999997,1.0025060179939527
462,5,检查检验费,2824847,6,2259877,564970,2061001,510111,2164.6483593034463,2170.7013355609374,0.619973017963766,0.6648524954608681,1.0000000000000004,1.0062595377620163
463,10,检查检验费,2824847,6,2259877,564970,1980486,491386,2119.522753712608,2115.0255647924446,0.6242283494389887,0.6630804582918034,0.9999999999999997,1.0047243235360108
464,15,检查检验费,2824847,6,2259877,564970,1922829,477650,2100.2623172442636,2091.209500998323,0.6263351049942298,0.6633314098343197,1.0000000000000002,1.0041772768020012
465,20,检查检验费,2824847,6,2259877,564970,1876225,466282,2087.1842280620604,2085.0656027280374,0.6280094206712608,0.6632856170007467,0.9999999999999999,1.0036952143096751
466,30,检查检验费,2824847,6,2259877,564970,1801925,448172,2060.490762138882,2037.9321233089122,0.6303764684939694,0.6536325459448562,1.0000000000000002,1.0033276881031763
467,50,检查检验费,2824847,6,2259877,564970,1695536,422014,2012.480503816196,1997.2658359299405,0.6328302965849907,0.6548723591913294,1.0,1.0029006274635328
468,100,检查检验费,2824847,6,2259877,564970,1516753,377826,1888.694822137331,1873.7479031921466,0.6360647513797624,0.6525942845331949,0.9999999999999999,1.0024484899426205
469,5,检查检验费,2824847,7,2259877,564970,1970997,486110,2062.511307498404,2091.1814171361207,0.6055560590283832,0.6518909095696261,0.9999999999999993,1.0071575045312153
470,10,检查检验费,2824847,7,2259877,564970,1869472,462791,2018.326888407198,2026.058124505016,0.6112341335098735,0.6501741572756128,1.0000000000000002,1.0053740158845017
471,15,检查检验费,2824847,7,2259877,564970,1796395,445314,1997.0875538104456,1977.597631433338,0.6142496405894,0.64277079824023,0.9999999999999999,1.0040850140641648
472,20,检查检验费,2824847,7,2259877,564970,1740043,431852,1978.6851289708484,1966.711405836579,0.616529595430021,0.6439376916788894,0.9999999999999994,1.0038840014859756
473,30,检查检验费,2824847,7,2259877,564970,1653736,410935,1955.8940038632336,1920.835381656062,0.619818941257315,0.642632523577214,1.0000000000000002,1.0035495544659132
474,50,检查检验费,2824847,7,2259877,564970,1527896,380334,1880.6649683882426,1822.8093787608595,0.6234468370444667,0.6420323591883714,1.0000000000000002,1.002853503484367
475,100,检查检验费,2824847,7,2259877,564970,1332671,332008,1786.8611175987487,1777.5335219363092,0.6291243008020702,0.6490965969845253,1.0,1.0027524094530302
476,5,检查检验费,2824847,8,2259877,564970,1939018,477509,2032.4391556908377,2064.3189783050943,0.599216604832279,0.6485814127489755,0.9999999999999994,1.007459672330385
477,10,检查检验费,2824847,8,2259877,564970,1829411,452525,1988.811088745327,1996.9631855493221,0.6052559214823271,0.645128804157214,1.0000000000000007,1.005415579774514
478,15,检查检验费,2824847,8,2259877,564970,1752286,434194,1962.9669423589128,1952.310645755738,0.6084446711140085,0.6375163907045504,0.9999999999999996,1.0042369552897132
479,20,检查检验费,2824847,8,2259877,564970,1691598,419664,1946.4691307509795,1937.666942390374,0.6110456675652349,0.6375668808360099,1.0000000000000004,1.0038780574421888
480,30,检查检验费,2824847,8,2259877,564970,1598625,397240,1907.140463243038,1895.0478860174221,0.6144162911058376,0.6378432848669678,1.0000000000000007,1.003559053235645
481,50,检查检验费,2824847,8,2259877,564970,1470474,365961,1833.3051839214884,1798.3156936887217,0.6181274002608483,0.639243930343973,1.0000000000000002,1.0029597843852536
482,100,检查检验费,2824847,8,2259877,564970,1267086,315904,1759.0837473041922,1754.6125819162799,0.6248393336395783,0.6470416189929902,1.0,1.0024648909068685
483,5,检查检验费,2824847,9,2259877,564970,1937734,477144,2031.790596513074,2063.3061834740242,0.5991168356985035,0.6483564886763763,1.0000000000000002,1.00739596995635
484,10,检查检验费,2824847,9,2259877,564970,1827981,452117,1988.1762839574978,1995.6225952667892,0.6051791152045529,0.644908249897192,1.0,1.005354807707532
485,15,检查检验费,2824847,9,2259877,564970,1750558,433732,1962.4568711426964,1951.0541593997164,0.60839285207838,0.637321424667884,1.0000000000000002,1.0041819986259137
486,20,检查检验费,2824847,9,2259877,564970,1689695,419173,1946.3380465465516,1936.278077020704,0.6110046490311362,0.637409452728706,0.9999999999999993,1.003843455549984
487,30,检查检验费,2824847,9,2259877,564970,1596653,396748,1907.0989578608205,1893.4272162777977,0.6143635656509353,0.6375911039627876,1.0,1.0034967049594141
488,50,检查检验费,2824847,9,2259877,564970,1468578,365502,1833.2384035177572,1798.0607761855051,0.6181324673391349,0.6392464740792172,1.0000000000000007,1.0029300339894756
489,100,检查检验费,2824847,9,2259877,564970,1265581,315525,1758.9932262445739,1754.8266329632625,0.6249102130703039,0.6471653013802127,1.0000000000000002,1.002439302611856
490,5,药品费,2594861,3,2075888,518973,2018935,503034,3732.4610604544037,3546.5429794514544,0.9909692075309647,1.0670092103629465,0.9999999999999997,1.0087759425536111
491,10,药品费,2594861,3,2075888,518973,1984976,494941,3670.951210738917,3484.0185823270135,0.994343615739235,1.0591267947726812,0.9999999999999998,1.006692492880223
492,15,药品费,2594861,3,2075888,518973,1957815,488445,3653.7508058734197,3453.8121754919293,0.9963532600877335,1.0540476375213486,1.0000000000000002,1.0056390497371301
493,20,药品费,2594861,3,2075888,518973,1935157,482855,3632.1594423753672,3437.3692403116897,0.9976537356316714,1.0533612000350334,0.9999999999999994,1.0050310955169433
494,30,药品费,2594861,3,2075888,518973,1896492,473145,3569.886098629231,3404.5857676617734,0.9989941649062415,1.0400794432606322,1.0000000000000002,1.003958762921926
495,50,药品费,2594861,3,2075888,518973,1834778,457973,3530.6649439753564,3340.626894121461,1.0006095836832536,1.0329832001850827,1.0,1.0033438289223044
496,100,药品费,2594861,3,2075888,518973,1722597,430256,3488.064343490347,3280.5758296662193,1.0022946741340535,1.0327523389763948,0.9999999999999994,1.0026540955353642
497,5,药品费,2594861,4,2075888,518973,1985270,493788,3477.5633089012113,3300.4530430739633,0.9478962574733901,0.9885347788684133,1.0,1.0092870623543826
498,10,药品费,2594861,4,2075888,518973,1940553,483409,3444.523086134448,3262.1949137499514,0.9523799040202678,0.9813215406249525,0.9999999999999994,1.0070548943776403
499,15,药品费,2594861,4,2075888,518973,1906642,475242,3394.024309753661,3218.2958356195804,0.9549851376617773,0.9759528204680487,1.0000000000000002,1.0058518322669334
500,20,药品费,2594861,4,2075888,518973,1877936,468158,3377.723508712864,3204.1122846608523,0.9567567687721891,0.9747599465360073,0.9999999999999993,1.0051232463352555
501,30,药品费,2594861,4,2075888,518973,1832020,456965,3339.6423249939953,3161.544005182234,0.9587758118934645,0.9583890339095336,1.0000000000000002,1.0038310907738386
502,50,药品费,2594861,4,2075888,518973,1761740,439715,3298.5373270531295,3103.8688439172884,0.9605243315725277,0.9546594052265219,0.9999999999999999,1.003414114759244
503,100,药品费,2594861,4,2075888,518973,1640111,409728,3230.827861530322,3040.3423857359967,0.9633293608975279,0.9538022892538596,1.0000000000000002,1.0031348607213626
504,5,药品费,2594861,5,2075888,518973,1893898,469231,3238.627704544089,3136.0614060257944,0.8705160929046926,0.9210040915863624,0.9999999999999996,1.0121711301757552
505,10,药品费,2594861,5,2075888,518973,1819698,452028,3174.526814388201,3053.002179538107,0.8766841236223055,0.9057714773820287,1.0000000000000004,1.0084691189995703
506,15,药品费,2594861,5,2075888,518973,1767354,439602,3141.7395845228557,3016.0646876862506,0.8797120191203803,0.9005834599772163,0.9999999999999998,1.0068888726676533
507,20,药品费,2594861,5,2075888,518973,1724167,429095,3085.3315760392416,2966.914394347571,0.8819061084109795,0.8969563606824257,0.9999999999999994,1.0054517850039388
508,30,药品费,2594861,5,2075888,518973,1655900,412570,3026.4050451032917,2862.8375055656425,0.8838926482665125,0.8890337985509243,0.9999999999999991,1.0040110134251314
509,50,药品费,2594861,5,2075888,518973,1556883,388110,2885.5127999200186,2729.1812796477025,0.8860949158432728,0.8828676392881494,1.0,1.0030445305862443
510,100,药品费,2594861,5,2075888,518973,1392288,347296,2697.7853821359486,2568.458835703572,0.8860738257257182,0.8751625986003903,1.0,1.0021651205860531
511,5,药品费,2594861,6,2075888,518973,1886168,467128,3221.8819150363233,3124.0624720441597,0.8680700154933123,0.9181966346441269,1.0,1.0122656115312991
512,10,药品费,2594861,6,2075888,518973,1809509,449381,3156.060494900987,3036.7103188342207,0.8744627220775122,0.9053107488313089,0.9999999999999999,1.0085006876750346
513,15,药品费,2594861,6,2075888,518973,1756073,436690,3102.0806315929167,2984.790166712771,0.8775204413186343,0.8990856968789372,0.9999999999999998,1.0068643389056913
514,20,药品费,2594861,6,2075888,518973,1711513,425786,3068.60428116828,2935.3394511931815,0.879759108714539,0.8940071521621021,1.0000000000000004,1.00542632283132
515,30,药品费,2594861,6,2075888,518973,1642647,409150,3015.6889510555843,2834.7836637614205,0.8817710684586519,0.8865994478782537,1.0000000000000004,1.0038905896970747
516,50,药品费,2594861,6,2075888,518973,1543731,384825,2872.4371957711987,2708.0346873982326,0.8838775668722632,0.8810889032649732,0.9999999999999999,1.0031621278411653
517,100,药品费,2594861,6,2075888,518973,1377352,343540,2677.201943827532,2554.062197094609,0.8832501543171835,0.8721042812366872,1.0000000000000004,1.002188462996787
518,5,药品费,2594861,7,2075888,518973,1801886,444687,3047.8029657776065,2974.300286395251,0.8389763976060924,0.9018150284977322,1.0000000000000007,1.0135224683458295
519,10,药品费,2594861,7,2075888,518973,1704022,422272,2963.336910667602,2835.172559788658,0.847390827313356,0.8827544897857105,0.9999999999999999,1.0091331992289256
520,15,药品费,2594861,7,2075888,518973,1636536,406266,2902.437236582492,2770.9635145680304,0.8515056640487366,0.8738056890978989,1.0000000000000002,1.0066771567158825
521,20,药品费,2594861,7,2075888,518973,1584425,393668,2873.7089701887408,2708.527277451289,0.8545661478213726,0.8673704480677367,1.0000000000000002,1.0049332652621912
522,30,药品费,2594861,7,2075888,518973,1503977,374107,2817.571147983867,2610.8745332173035,0.8575582345803054,0.8659999361743023,1.0000000000000007,1.003879529391408
523,50,药品费,2594861,7,2075888,518973,1386210,344999,2635.7459490574643,2401.7143311636455,0.8601707468755084,0.8606827031217764,1.0000000000000004,1.003454938787921
524,100,药品费,2594861,7,2075888,518973,1204711,299915,2470.7462637320814,2262.322723348993,0.8632715532343609,0.8517143579689894,1.0000000000000007,1.001959056830137
525,5,药品费,2594861,8,2075888,518973,1772195,436729,3004.7110875587173,2919.1423024457918,0.8300690356575866,0.8939205910499674,1.0000000000000002,1.0142186775258515
526,10,药品费,2594861,8,2075888,518973,1666678,412663,2920.786883190676,2782.8171997912937,0.839213993557672,0.8748401460983015,0.9999999999999997,1.0095249733264398
527,15,药品费,2594861,8,2075888,518973,1595720,395779,2862.228103066621,2732.301930165667,0.8436346480855,0.8673131378761743,0.9999999999999994,1.007009438003422
528,20,药品费,2594861,8,2075888,518973,1539535,382280,2840.4726200421487,2663.842803219546,0.8466776429620502,0.8607061678639256,1.0000000000000004,1.0052992645559333
529,30,药品费,2594861,8,2075888,518973,1454008,361624,2733.559276176274,2564.553647117769,0.8501864640489174,0.858972088189137,0.9999999999999999,1.0043037320437007
530,50,药品费,2594861,8,2075888,518973,1333814,331969,2545.186388256409,2350.294769568239,0.8531515561600417,0.85358417558625,1.0000000000000004,1.0035832933515338
531,100,药品费,2594861,8,2075888,518973,1147057,285718,2436.130994134604,2227.8821426373715,0.856929671225637,0.848319392458369,1.0000000000000007,1.0021282278852774
532,5,药品费,2594861,9,2075888,518973,1771023,436440,3004.35831672074,2917.990615909403,0.8296505307643743,0.89306493718049,1.0000000000000002,1.014213332840613
533,10,药品费,2594861,9,2075888,518973,1665349,412321,2920.6668951867396,2781.596847666229,0.8387978387218544,0.8738649894081262,0.9999999999999999,1.0094530367390082
534,15,药品费,2594861,9,2075888,518973,1594101,395359,2861.5738713907394,2731.4875836744336,0.8432750289077113,0.8668217445092793,1.0000000000000002,1.0069602154393775
535,20,药品费,2594861,9,2075888,518973,1537773,381856,2840.705058125787,2663.7341552632884,0.8462988522470343,0.860223769276288,1.0000000000000002,1.0052482648192762
536,30,药品费,2594861,9,2075888,518973,1452194,361163,2733.6583453608496,2564.8705464354052,0.8497513081874948,0.858912206341734,1.0000000000000002,1.0043187676199175
537,50,药品费,2594861,9,2075888,518973,1332062,331538,2545.8289169441514,2350.3742322088083,0.8528478608437825,0.8534296833164715,1.0,1.003510349482945
538,100,药品费,2594861,9,2075888,518973,1145416,285306,2437.1761678161693,2227.710042669924,0.8568218331733958,0.8480795816715783,1.0000000000000002,1.0020291472668443
539,5,总费用,2890342,3,2312273,578069,2252922,560857,10704.320494636533,11278.132258491332,0.6986054616078867,0.7492664975435893,1.0000000000000004,1.0053516150073563
540,10,总费用,2890342,3,2312273,578069,2217956,552462,10586.870649960938,11060.31455276472,0.7001289520347231,0.733938864234402,1.0000000000000002,1.0038147386694454
541,15,总费用,2890342,3,2312273,578069,2189292,545605,10539.289372333471,10897.217774280953,0.7007563740208199,0.7225969565036232,0.9999999999999996,1.003022610632623
542,20,总费用,2890342,3,2312273,578069,2165647,539886,10493.120731784067,10828.369248020255,0.7011081622560269,0.7188552647574329,0.9999999999999996,1.0027605121254564
543,30,总费用,2890342,3,2312273,578069,2124511,529675,10396.584993954284,10702.85142008845,0.701538860584806,0.715095965698536,1.0000000000000002,1.0020905470056414
544,50,总费用,2890342,3,2312273,578069,2058606,513418,10263.551113080555,10547.351319275433,0.7017031356560015,0.7104864419942564,0.9999999999999999,1.0017325442374982
545,100,总费用,2890342,3,2312273,578069,1934879,482603,10009.29874036047,10105.178179633793,0.7000746239221335,0.6980738725304447,1.0000000000000004,1.000825545867259
546,5,总费用,2890342,4,2312273,578069,2217958,551489,9673.114697862433,10109.009700959457,0.6633387139186424,0.6994915019197501,0.9999999999999998,1.0052586005540423
547,10,总费用,2890342,4,2312273,578069,2170531,540454,9523.049903445659,9937.55692189986,0.6657399147958993,0.6863317348060843,1.0000000000000004,1.003915031446636
548,15,总费用,2890342,4,2312273,578069,2134685,531758,9442.311320574316,9524.525970847988,0.6670241537150252,0.6832140004264176,1.0000000000000004,1.0033816757314602
549,20,总费用,2890342,4,2312273,578069,2104050,524294,9408.178377467524,9447.276265381026,0.6679075694705202,0.6798865590671933,1.0000000000000009,1.0030337237487759
550,30,总费用,2890342,4,2312273,578069,2055208,512433,9249.972596607455,9352.410272249468,0.6688662522638914,0.6776432328834309,1.0000000000000004,1.0024086390477562
551,50,总费用,2890342,4,2312273,578069,1978388,493275,9101.833043012415,9241.359882978515,0.669869242507108,0.6752557632759678,0.9999999999999997,1.0021887944957935
552,100,总费用,2890342,4,2312273,578069,1843557,459837,8838.107953772043,9071.577612205776,0.6708746250780411,0.6700951860012991,0.9999999999999998,1.0017242092772158
553,5,总费用,2890342,5,2312273,578069,2119912,524865,8769.10455614206,9382.376040765514,0.5971218448767719,0.6384025845874162,1.0000000000000007,1.0065613198799996
554,10,总费用,2890342,5,2312273,578069,2041062,506637,8585.142266553075,8732.359559106912,0.6004720035761951,0.6178853547078167,1.000000000000001,1.0043171857924362
555,15,总费用,2890342,5,2312273,578069,1984792,493303,8481.810808299384,8589.058669252212,0.6018162321280012,0.6146828102474973,0.9999999999999999,1.003516207650491
